package_id,package_name,destination,duration,hotel_category,meals,transportation,major_attractions,activities,package_type,best_for,rating,estimated_cost,budget_category,duration_category,package_profile
IND1191,anantapur adventure tour,anantapur,4,luxury heritage,breakfast,ac coach,lepakshi anantapur local market anantapur city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.7,106500,luxury,short_trip,anantapur anantapur anantapur anantapur sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography luxury luxury luxury premium travelers premium travelers premium travelers lepakshi anantapur local market anantapur city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots lepakshi anantapur local market anantapur city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots luxury heritage luxury heritage luxury luxury short_trip short_trip ac coach breakfast
IND1192,anantapur cultural tour,anantapur,4,luxury heritage,breakfast,ac coach,lepakshi anantapur local market anantapur city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.6,108000,luxury,short_trip,anantapur anantapur anantapur anantapur sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography luxury luxury luxury premium travelers premium travelers premium travelers lepakshi anantapur local market anantapur city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots lepakshi anantapur local market anantapur city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots luxury heritage luxury heritage luxury luxury short_trip short_trip ac coach breakfast
IND1193,rajahmundry heritage tour,rajahmundry,5,5star,breakfast dinner,private cab,papikondalu rajahmundry local market rajahmundry city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,adventure,adventure lovers,4.3,39500,standard,short_trip,rajahmundry rajahmundry rajahmundry rajahmundry sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography adventure adventure adventure adventure lovers adventure lovers adventure lovers papikondalu rajahmundry local market rajahmundry city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots papikondalu rajahmundry local market rajahmundry city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 5star 5star standard standard short_trip short_trip private cab breakfast dinner
IND1194,rajahmundry royal tour,rajahmundry,5,5star,breakfast dinner,private cab,papikondalu rajahmundry local market rajahmundry city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,adventure,adventure lovers,4.4,41000,standard,short_trip,rajahmundry rajahmundry rajahmundry rajahmundry sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography adventure adventure adventure adventure lovers adventure lovers adventure lovers papikondalu rajahmundry local market rajahmundry city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots papikondalu rajahmundry local market rajahmundry city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 5star 5star standard standard short_trip short_trip private cab breakfast dinner
IND1195,rajahmundry scenic tour,rajahmundry,5,5star,breakfast dinner,private cab,papikondalu rajahmundry local market rajahmundry city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,adventure,adventure lovers,4.3,42500,standard,short_trip,rajahmundry rajahmundry rajahmundry rajahmundry sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography adventure adventure adventure adventure lovers adventure lovers adventure lovers papikondalu rajahmundry local market rajahmundry city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots papikondalu rajahmundry local market rajahmundry city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 5star 5star standard standard short_trip short_trip private cab breakfast dinner
IND1196,rajahmundry adventure tour,rajahmundry,5,5star,breakfast dinner,private cab,papikondalu rajahmundry local market rajahmundry city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,adventure,adventure lovers,4.4,44000,standard,short_trip,rajahmundry rajahmundry rajahmundry rajahmundry sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography adventure adventure adventure adventure lovers adventure lovers adventure lovers papikondalu rajahmundry local market rajahmundry city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots papikondalu rajahmundry local market rajahmundry city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 5star 5star standard standard short_trip short_trip private cab breakfast dinner
IND1197,rajahmundry cultural tour,rajahmundry,5,5star,breakfast dinner,private cab,papikondalu rajahmundry local market rajahmundry city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,adventure,adventure lovers,4.3,45500,standard,short_trip,rajahmundry rajahmundry rajahmundry rajahmundry sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography adventure adventure adventure adventure lovers adventure lovers adventure lovers papikondalu rajahmundry local market rajahmundry city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots papikondalu rajahmundry local market rajahmundry city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 5star 5star standard standard short_trip short_trip private cab breakfast dinner
IND1198,manas heritage tour,manas,5,luxury heritage,breakfast,private cab,manas national park manas local market manas city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,nature wildlife,nature lovers,4.6,37500,standard,short_trip,manas manas manas manas sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography nature wildlife nature wildlife nature wildlife nature lovers nature lovers nature lovers manas national park manas local market manas city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots manas national park manas local market manas city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots luxury heritage luxury heritage standard standard short_trip short_trip private cab breakfast
IND1199,manas royal tour,manas,5,luxury heritage,breakfast,private cab,manas national park manas local market manas city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,nature wildlife,nature lovers,4.7,39000,standard,short_trip,manas manas manas manas sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography nature wildlife nature wildlife nature wildlife nature lovers nature lovers nature lovers manas national park manas local market manas city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots manas national park manas local market manas city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots luxury heritage luxury heritage standard standard short_trip short_trip private cab breakfast
IND1200,manas scenic tour,manas,5,luxury heritage,breakfast,private cab,manas national park manas local market manas city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,nature wildlife,nature lovers,4.6,40500,standard,short_trip,manas manas manas manas sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography nature wildlife nature wildlife nature wildlife nature lovers nature lovers nature lovers manas national park manas local market manas city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots manas national park manas local market manas city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots luxury heritage luxury heritage standard standard short_trip short_trip private cab breakfast
IND1201,manas adventure tour,manas,5,luxury heritage,breakfast,private cab,manas national park manas local market manas city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,nature wildlife,nature lovers,4.7,42000,standard,short_trip,manas manas manas manas sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography nature wildlife nature wildlife nature wildlife nature lovers nature lovers nature lovers manas national park manas local market manas city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots manas national park manas local market manas city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots luxury heritage luxury heritage standard standard short_trip short_trip private cab breakfast
IND1202,manas cultural tour,manas,5,luxury heritage,breakfast,private cab,manas national park manas local market manas city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,nature wildlife,nature lovers,4.6,43500,standard,short_trip,manas manas manas manas sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography nature wildlife nature wildlife nature wildlife nature lovers nature lovers nature lovers manas national park manas local market manas city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots manas national park manas local market manas city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots luxury heritage luxury heritage standard standard short_trip short_trip private cab breakfast
IND1203,hajo heritage tour,hajo,5,3star,breakfast lunch dinner,private cab,hayagriva madhava temple hajo local market hajo city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,grand tour,all travelers,4.5,115500,luxury,short_trip,hajo hajo hajo hajo sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography grand tour grand tour grand tour all travelers all travelers all travelers hayagriva madhava temple hajo local market hajo city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots hayagriva madhava temple hajo local market hajo city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 3star 3star luxury luxury short_trip short_trip private cab breakfast lunch dinner
IND1204,hajo royal tour,hajo,5,3star,breakfast lunch dinner,private cab,hayagriva madhava temple hajo local market hajo city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,grand tour,all travelers,4.6,117000,luxury,short_trip,hajo hajo hajo hajo sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography grand tour grand tour grand tour all travelers all travelers all travelers hayagriva madhava temple hajo local market hajo city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots hayagriva madhava temple hajo local market hajo city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 3star 3star luxury luxury short_trip short_trip private cab breakfast lunch dinner
IND1205,hajo scenic tour,hajo,5,3star,breakfast lunch dinner,private cab,hayagriva madhava temple hajo local market hajo city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,grand tour,all travelers,4.5,118500,luxury,short_trip,hajo hajo hajo hajo sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography grand tour grand tour grand tour all travelers all travelers all travelers hayagriva madhava temple hajo local market hajo city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots hayagriva madhava temple hajo local market hajo city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 3star 3star luxury luxury short_trip short_trip private cab breakfast lunch dinner
IND1206,hajo adventure tour,hajo,5,3star,breakfast lunch dinner,private cab,hayagriva madhava temple hajo local market hajo city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,grand tour,all travelers,4.6,120000,luxury,short_trip,hajo hajo hajo hajo sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography grand tour grand tour grand tour all travelers all travelers all travelers hayagriva madhava temple hajo local market hajo city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots hayagriva madhava temple hajo local market hajo city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 3star 3star luxury luxury short_trip short_trip private cab breakfast lunch dinner
IND1207,hajo cultural tour,hajo,5,3star,breakfast lunch dinner,private cab,hayagriva madhava temple hajo local market hajo city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,grand tour,all travelers,4.5,121500,luxury,short_trip,hajo hajo hajo hajo sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography grand tour grand tour grand tour all travelers all travelers all travelers hayagriva madhava temple hajo local market hajo city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots hayagriva madhava temple hajo local market hajo city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 3star 3star luxury luxury short_trip short_trip private cab breakfast lunch dinner
IND1208,namchi heritage tour,namchi,4,5star,breakfast,train cab,char dham namchi local market namchi city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.7,100000,premium,short_trip,namchi namchi namchi namchi sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography luxury luxury luxury premium travelers premium travelers premium travelers char dham namchi local market namchi city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots char dham namchi local market namchi city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 5star 5star premium premium short_trip short_trip train cab breakfast
IND1209,namchi royal tour,namchi,4,5star,breakfast,train cab,char dham namchi local market namchi city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.8,101500,luxury,short_trip,namchi namchi namchi namchi sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography luxury luxury luxury premium travelers premium travelers premium travelers char dham namchi local market namchi city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots char dham namchi local market namchi city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 5star 5star luxury luxury short_trip short_trip train cab breakfast
IND1210,namchi scenic tour,namchi,4,5star,breakfast,train cab,char dham namchi local market namchi city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.7,103000,luxury,short_trip,namchi namchi namchi namchi sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography luxury luxury luxury premium travelers premium travelers premium travelers char dham namchi local market namchi city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots char dham namchi local market namchi city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 5star 5star luxury luxury short_trip short_trip train cab breakfast
IND1211,namchi adventure tour,namchi,4,5star,breakfast,train cab,char dham namchi local market namchi city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.8,104500,luxury,short_trip,namchi namchi namchi namchi sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography luxury luxury luxury premium travelers premium travelers premium travelers char dham namchi local market namchi city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots char dham namchi local market namchi city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 5star 5star luxury luxury short_trip short_trip train cab breakfast
IND1212,namchi cultural tour,namchi,4,5star,breakfast,train cab,char dham namchi local market namchi city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.7,106000,luxury,short_trip,namchi namchi namchi namchi sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography luxury luxury luxury premium travelers premium travelers premium travelers char dham namchi local market namchi city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots char dham namchi local market namchi city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 5star 5star luxury luxury short_trip short_trip train cab breakfast
IND1213,pelling heritage tour,pelling,5,luxury heritage,breakfast,flight cab,pemayangtse monastery pelling local market pelling city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,adventure,adventure lovers,4.6,38500,standard,short_trip,pelling pelling pelling pelling sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography adventure adventure adventure adventure lovers adventure lovers adventure lovers pemayangtse monastery pelling local market pelling city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots pemayangtse monastery pelling local market pelling city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots luxury heritage luxury heritage standard standard short_trip short_trip flight cab breakfast
IND1214,pelling royal tour,pelling,5,luxury heritage,breakfast,flight cab,pemayangtse monastery pelling local market pelling city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,adventure,adventure lovers,4.7,40000,standard,short_trip,pelling pelling pelling pelling sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography adventure adventure adventure adventure lovers adventure lovers adventure lovers pemayangtse monastery pelling local market pelling city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots pemayangtse monastery pelling local market pelling city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots luxury heritage luxury heritage standard standard short_trip short_trip flight cab breakfast
IND1215,pelling scenic tour,pelling,5,luxury heritage,breakfast,flight cab,pemayangtse monastery pelling local market pelling city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,adventure,adventure lovers,4.6,41500,standard,short_trip,pelling pelling pelling pelling sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography adventure adventure adventure adventure lovers adventure lovers adventure lovers pemayangtse monastery pelling local market pelling city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots pemayangtse monastery pelling local market pelling city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots luxury heritage luxury heritage standard standard short_trip short_trip flight cab breakfast
IND1216,pelling adventure tour,pelling,5,luxury heritage,breakfast,flight cab,pemayangtse monastery pelling local market pelling city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,adventure,adventure lovers,4.7,43000,standard,short_trip,pelling pelling pelling pelling sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography adventure adventure adventure adventure lovers adventure lovers adventure lovers pemayangtse monastery pelling local market pelling city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots pemayangtse monastery pelling local market pelling city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots luxury heritage luxury heritage standard standard short_trip short_trip flight cab breakfast
IND1217,pelling cultural tour,pelling,5,luxury heritage,breakfast,flight cab,pemayangtse monastery pelling local market pelling city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,adventure,adventure lovers,4.6,44500,standard,short_trip,pelling pelling pelling pelling sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography adventure adventure adventure adventure lovers adventure lovers adventure lovers pemayangtse monastery pelling local market pelling city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots pemayangtse monastery pelling local market pelling city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots luxury heritage luxury heritage standard standard short_trip short_trip flight cab breakfast
IND1218,kaziranga heritage tour,kaziranga,4,3star,breakfast,train cab,kaziranga national park kaziranga local market kaziranga city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,honeymoon,couples,4.5,44500,standard,short_trip,kaziranga kaziranga kaziranga kaziranga sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography honeymoon honeymoon honeymoon couples couples couples kaziranga national park kaziranga local market kaziranga city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots kaziranga national park kaziranga local market kaziranga city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 3star 3star standard standard short_trip short_trip train cab breakfast
IND1219,kaziranga royal tour,kaziranga,4,3star,breakfast,train cab,kaziranga national park kaziranga local market kaziranga city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,honeymoon,couples,4.6,46000,standard,short_trip,kaziranga kaziranga kaziranga kaziranga sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography honeymoon honeymoon honeymoon couples couples couples kaziranga national park kaziranga local market kaziranga city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots kaziranga national park kaziranga local market kaziranga city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 3star 3star standard standard short_trip short_trip train cab breakfast
IND1220,kaziranga scenic tour,kaziranga,4,3star,breakfast,train cab,kaziranga national park kaziranga local market kaziranga city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,honeymoon,couples,4.5,47500,standard,short_trip,kaziranga kaziranga kaziranga kaziranga sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography honeymoon honeymoon honeymoon couples couples couples kaziranga national park kaziranga local market kaziranga city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots kaziranga national park kaziranga local market kaziranga city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 3star 3star standard standard short_trip short_trip train cab breakfast
IND1221,kaziranga adventure tour,kaziranga,4,3star,breakfast,train cab,kaziranga national park kaziranga local market kaziranga city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,honeymoon,couples,4.6,49000,standard,short_trip,kaziranga kaziranga kaziranga kaziranga sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography honeymoon honeymoon honeymoon couples couples couples kaziranga national park kaziranga local market kaziranga city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots kaziranga national park kaziranga local market kaziranga city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 3star 3star standard standard short_trip short_trip train cab breakfast
IND1222,kaziranga cultural tour,kaziranga,4,3star,breakfast,train cab,kaziranga national park kaziranga local market kaziranga city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,honeymoon,couples,4.5,50500,premium,short_trip,kaziranga kaziranga kaziranga kaziranga sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography honeymoon honeymoon honeymoon couples couples couples kaziranga national park kaziranga local market kaziranga city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots kaziranga national park kaziranga local market kaziranga city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 3star 3star premium premium short_trip short_trip train cab breakfast
IND1223,sivasagar heritage tour,sivasagar,4,3star,breakfast dinner,train cab,sivasagar sivadol sivasagar local market sivasagar city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.7,100500,luxury,short_trip,sivasagar sivasagar sivasagar sivasagar sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography luxury luxury luxury premium travelers premium travelers premium travelers sivasagar sivadol sivasagar local market sivasagar city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots sivasagar sivadol sivasagar local market sivasagar city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 3star 3star luxury luxury short_trip short_trip train cab breakfast dinner
IND1224,sivasagar royal tour,sivasagar,4,3star,breakfast dinner,train cab,sivasagar sivadol sivasagar local market sivasagar city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.8,102000,luxury,short_trip,sivasagar sivasagar sivasagar sivasagar sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography luxury luxury luxury premium travelers premium travelers premium travelers sivasagar sivadol sivasagar local market sivasagar city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots sivasagar sivadol sivasagar local market sivasagar city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 3star 3star luxury luxury short_trip short_trip train cab breakfast dinner
IND1225,sivasagar scenic tour,sivasagar,4,3star,breakfast dinner,train cab,sivasagar sivadol sivasagar local market sivasagar city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.7,103500,luxury,short_trip,sivasagar sivasagar sivasagar sivasagar sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography luxury luxury luxury premium travelers premium travelers premium travelers sivasagar sivadol sivasagar local market sivasagar city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots sivasagar sivadol sivasagar local market sivasagar city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 3star 3star luxury luxury short_trip short_trip train cab breakfast dinner
IND1226,sivasagar adventure tour,sivasagar,4,3star,breakfast dinner,train cab,sivasagar sivadol sivasagar local market sivasagar city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.8,105000,luxury,short_trip,sivasagar sivasagar sivasagar sivasagar sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography luxury luxury luxury premium travelers premium travelers premium travelers sivasagar sivadol sivasagar local market sivasagar city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots sivasagar sivadol sivasagar local market sivasagar city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 3star 3star luxury luxury short_trip short_trip train cab breakfast dinner
IND1227,sivasagar cultural tour,sivasagar,4,3star,breakfast dinner,train cab,sivasagar sivadol sivasagar local market sivasagar city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,luxury,premium travelers,4.7,106500,luxury,short_trip,sivasagar sivasagar sivasagar sivasagar sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography luxury luxury luxury premium travelers premium travelers premium travelers sivasagar sivadol sivasagar local market sivasagar city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots sivasagar sivadol sivasagar local market sivasagar city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 3star 3star luxury luxury short_trip short_trip train cab breakfast dinner
IND1228,majuli heritage tour,majuli,5,3star,breakfast dinner,private cab,majuli island majuli local market majuli city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,cultural,history enthusiasts,4.7,28500,standard,short_trip,majuli majuli majuli majuli sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography cultural cultural cultural history enthusiasts history enthusiasts history enthusiasts majuli island majuli local market majuli city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots majuli island majuli local market majuli city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 3star 3star standard standard short_trip short_trip private cab breakfast dinner
IND1229,majuli royal tour,majuli,5,3star,breakfast dinner,private cab,majuli island majuli local market majuli city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,cultural,history enthusiasts,4.8,30000,standard,short_trip,majuli majuli majuli majuli sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography cultural cultural cultural history enthusiasts history enthusiasts history enthusiasts majuli island majuli local market majuli city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots majuli island majuli local market majuli city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 3star 3star standard standard short_trip short_trip private cab breakfast dinner
IND1230,majuli scenic tour,majuli,5,3star,breakfast dinner,private cab,majuli island majuli local market majuli city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,cultural,history enthusiasts,4.7,31500,standard,short_trip,majuli majuli majuli majuli sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography cultural cultural cultural history enthusiasts history enthusiasts history enthusiasts majuli island majuli local market majuli city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots majuli island majuli local market majuli city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 3star 3star standard standard short_trip short_trip private cab breakfast dinner
IND1231,majuli adventure tour,majuli,5,3star,breakfast dinner,private cab,majuli island majuli local market majuli city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,cultural,history enthusiasts,4.8,33000,standard,short_trip,majuli majuli majuli majuli sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography cultural cultural cultural history enthusiasts history enthusiasts history enthusiasts majuli island majuli local market majuli city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots majuli island majuli local market majuli city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 3star 3star standard standard short_trip short_trip private cab breakfast dinner
IND1232,majuli cultural tour,majuli,5,3star,breakfast dinner,private cab,majuli island majuli local market majuli city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots,sightseeing local food tour photography,cultural,history enthusiasts,4.7,34500,standard,short_trip,majuli majuli majuli majuli sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography sightseeing local food tour photography cultural cultural cultural history enthusiasts history enthusiasts history enthusiasts majuli island majuli local market majuli city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots majuli island majuli local market majuli city museum sunset view point heritage walk famous temple botanical garden riverfront photography spots 3star 3star standard standard short_trip short_trip private cab breakfast dinner
